"info_id","emp_id","number_consumers","mode","dining_table_id","dining_table_name","expenditure","dishes_count","accounts_payable","use_start_time","check_closed","lock_time","cashier_id","pc_id","order_number","org_id","print_doc_bill_num","lock_table_info","order_status","phone","name"
486,1156,7,NA,1492,1013,443,12,443,"2016/8/1 20:31:37",NA,"2016/8/1 20:36:28",NA,NA,NA,330,NA,NA,1,18688880285,"’≈∑º”Ô"
517,1008,2,NA,1480,1001,294,7,294,"2016/8/1 21:11:44",NA,"2016/8/1 21:21:12",NA,NA,NA,330,NA,NA,1,18688880027,"–Ì∫Õ‚˘"
452,1114,8,NA,1492,1013,167,7,167,"2016/8/1 21:19:16",NA,"2016/8/1 21:29:48",NA,NA,NA,330,NA,NA,1,18688880193,"…€Í≈–¶"
448,1449,6,NA,1505,1026,609,14,609,"2016/8/1 21:37:26",NA,"2016/8/1 21:52:56",NA,NA,NA,330,NA,NA,1,18688880648,"√Á«Ô¿º"
193,1084,3,NA,1401,1005,238,8,238,"2016/8/2 11:20:59",NA,"2016/8/2 11:33:41",NA,NA,NA,328,NA,NA,1,18688880163,"’≈æ∏ˆ©"
166,986,2,NA,1402,1003,260,7,260,"2016/8/2 11:22:19",NA,"2016/8/2 11:30:19",NA,NA,NA,328,NA,NA,1,18688880005,"ƒ™◊”Ω®"
342,1450,2,NA,1402,1003,109,5,109,"2016/8/2 11:58:57",NA,"2016/8/2 12:10:08",NA,NA,NA,328,NA,NA,1,18688880649,"√Áº“≥©"
260,990,4,NA,1421,1022,302,9,302,"2016/8/2 12:35:59",NA,"2016/8/2 12:53:59",NA,NA,NA,328,NA,NA,1,18688880009,"’≈•”Í"
367,1119,4,NA,1483,1004,639,13,639,"2016/8/2 12:58:38",NA,"2016/8/2 13:17:56",NA,NA,NA,330,NA,NA,1,18688880198,"øµ—≈–¿"
368,1125,4,NA,1500,1021,211,6,211,"2016/8/2 13:08:42",NA,"2016/8/2 13:22:42",NA,NA,NA,330,NA,NA,1,18688880317,"÷‹◊”–˘"
365,992,2,NA,460,1002,146,6,146,"2016/8/2 13:19:35",NA,"2016/8/2 13:29:35",NA,NA,NA,304,NA,NA,1,18688880011,"Ω™ÍœÍ≈"
171,1463,3,NA,1403,1004,299,10,299,"2016/8/2 13:51:18",NA,"2016/8/2 14:00:49",NA,NA,NA,328,NA,NA,1,18688880662,"∑∂–°›Ê"
631,1188,4,NA,1485,1006,168,6,168,"2016/8/2 17:57:15",NA,"2016/8/2 18:00:34",NA,NA,NA,330,NA,NA,1,18688880367,"“¶¿ˆ"
650,1212,3,NA,1485,1006,498,15,498,"2016/8/2 18:19:12",NA,"2016/8/2 18:27:12",NA,NA,NA,330,NA,NA,1,18688880411,"∫˙—Ô"
734,1278,2,NA,1481,1002,184,5,184,"2016/8/2 18:20:57",NA,"2016/8/2 18:27:57",NA,NA,NA,330,NA,NA,1,18688880476,"∫˙ÏœÙÀ"
548,1103,6,NA,1489,1010,850,9,850,"2016/8/2 18:55:53",NA,"2016/8/2 19:07:37",NA,NA,NA,330,NA,NA,1,18688880182,"’‘÷¬‘∂"
574,1115,6,NA,1489,1010,546,10,546,"2016/8/2 19:00:11",NA,"2016/8/2 19:06:35",NA,NA,NA,330,NA,NA,1,18688880194,"ÀÔ—©¿◊"
719,1162,2,NA,1482,1003,306,7,306,"2016/8/2 19:22:22",NA,"2016/8/2 19:38:22",NA,NA,NA,330,NA,NA,1,18688880291,"’‘√œ¥∫"
585,1181,4,NA,1483,1004,659,10,659,"2016/8/2 20:14:16",NA,"2016/8/2 20:25:16",NA,NA,NA,330,NA,NA,1,18688880360,"‘¨º—”Ò"
613,1451,3,NA,1483,1004,379,9,379,"2016/8/2 21:00:51",NA,"2016/8/2 21:10:51",NA,NA,NA,330,NA,NA,1,18688880650,"√Á–¿‘√"
688,1157,5,NA,1489,1010,332,8,332,"2016/8/2 21:04:30",NA,"2016/8/2 21:18:30",NA,NA,NA,330,NA,NA,1,18688880286,"’‘ﬁ»ø•"
491,1169,6,NA,1489,1010,134,8,134,"2016/8/2 21:36:21",NA,"2016/8/2 21:54:21",NA,NA,NA,330,NA,NA,1,18688880298,"ÀÔÓÏ‰™"
432,1175,2,NA,1481,1002,269,6,269,"2016/8/3 12:52:11",NA,"2016/8/3 13:10:51",NA,NA,NA,330,NA,NA,1,18688880354,"¿ÓπÈ≥ "
177,1141,2,NA,1401,1002,137,4,137,"2016/8/3 12:56:20",NA,"2016/8/3 13:00:17",NA,NA,NA,328,NA,NA,1,18688880270,"∫˙æÿ“Á"
320,1538,3,NA,1421,1022,457,7,457,"2016/8/3 13:03:19",NA,"2016/8/3 13:18:46",NA,NA,NA,328,NA,NA,1,18688880737,"≤Ã”ÍÕ©"
317,1091,5,NA,1430,1031,523,13,523,"2016/8/3 13:06:46",NA,"2016/8/3 13:12:46",NA,NA,NA,328,NA,NA,1,18688880170,"Œ∫÷¬‘∂"
281,997,4,NA,1414,1022,394,21,394,"2016/8/3 13:51:21",NA,"2016/8/3 14:09:05",NA,NA,NA,328,NA,NA,1,18688880016,"–Ï◊”–˘"
137,1248,4,NA,685,1006,197,9,197,"2016/8/3 14:01:13",NA,"2016/8/3 14:05:29",NA,NA,NA,310,NA,NA,1,18688880446,"∫˙∏ÇÃŒ"
670,1570,10,NA,1496,1017,580,18,580,"2016/8/3 17:10:07",NA,"2016/8/3 17:28:07",NA,NA,NA,330,NA,NA,1,18688880769,"ÕıœÈ“µ"
776,1204,8,NA,1493,1014,760,18,760,"2016/8/3 17:31:46",NA,"2016/8/3 17:47:46",NA,NA,NA,330,NA,NA,1,18688880403,"∫˙”˛Œƒ"
492,1129,9,NA,1509,1030,301,3,301,"2016/8/3 18:14:15",NA,"2016/8/3 18:32:15",NA,NA,NA,330,NA,NA,1,18688880258,"∫˙“’∑∆"
615,1261,10,NA,1499,1020,343,8,343,"2016/8/3 18:51:13",NA,"2016/8/3 18:56:13",NA,NA,NA,330,NA,NA,1,18688880459,"ÀÔ”ÍœË"
749,1139,8,NA,1490,1011,718,16,718,"2016/8/3 19:47:15",NA,"2016/8/3 20:01:39",NA,NA,NA,330,NA,NA,1,18688880268,"√œ–°Ω‹"
488,1110,8,NA,1492,1013,349,8,349,"2016/8/3 20:05:21",NA,"2016/8/3 20:25:21",NA,NA,NA,330,NA,NA,1,18688880312,"¿Ó≈Â…∫"
773,1193,4,NA,1484,1005,395,12,395,"2016/8/3 20:44:58",NA,"2016/8/3 20:57:58",NA,NA,NA,330,NA,NA,1,18688880372,"¿ÓÀº–˘"
660,1116,6,NA,1489,1010,560,19,560,"2016/8/3 20:49:10",NA,"2016/8/3 21:07:43",NA,NA,NA,330,NA,NA,1,18688880195,"’≈ È“«"
619,1124,6,NA,1489,1010,720,20,720,"2016/8/3 20:58:42",NA,"2016/8/3 21:03:33",NA,NA,NA,330,NA,NA,1,18688880253,"∫˙Íœ"
649,1557,7,NA,1496,1017,350,10,350,"2016/8/3 21:23:56",NA,"2016/8/3 21:39:56",NA,NA,NA,330,NA,NA,1,18688880756,"ÕıË™–˘"
302,1458,6,NA,1410,1011,634,19,634,"2016/8/4 11:05:45",NA,"2016/8/4 11:17:45",NA,NA,NA,328,NA,NA,1,18688880657,"≈£√˜À∂"
310,1303,2,NA,1402,1003,227,4,227,"2016/8/4 11:58:32",NA,"2016/8/4 12:06:27",NA,NA,NA,328,NA,NA,1,18688880502,"ƒæ—≈‘∆"
383,1105,2,NA,1486,1007,705,17,705,"2016/8/4 12:07:40",NA,"2016/8/4 12:26:40",NA,NA,NA,330,NA,NA,1,18688880184,"Œ∫Ó⁄Ω‡"
547,1018,3,NA,1485,1006,501,16,501,"2016/8/4 17:35:42",NA,"2016/8/4 17:55:42",NA,NA,NA,330,NA,NA,1,18688880037,"¬¨◊”∫≤"
668,1232,8,NA,1499,1020,291,5,291,"2016/8/4 18:05:29",NA,"2016/8/4 18:20:29",NA,NA,NA,330,NA,NA,1,18688880430,"…Ú◊”‰ø"
742,1597,6,NA,1487,1008,648,11,648,"2016/8/4 18:19:03",NA,"2016/8/4 18:27:03",NA,NA,NA,330,NA,NA,1,18688880796,"≤ÒË§’‹"
593,1189,8,NA,1490,1011,813,12,813,"2016/8/4 18:35:29",NA,"2016/8/4 18:45:29",NA,NA,NA,330,NA,NA,1,18688880368,"–ÏÁÊ"
1259,1115,3,NA,1483,1004,158,4,158,"2016/8/4 18:52:23",NA,"2016/8/4 19:03:47",NA,NA,NA,330,NA,NA,1,18688880194,"ÀÔ—©¿◊"
703,1594,2,NA,1482,1003,127,2,127,"2016/8/4 18:54:01",NA,"2016/8/4 19:03:43",NA,NA,NA,330,NA,NA,1,18688880793,"∏ﬂΩ®Ω®"
673,1221,6,NA,1492,1013,690,10,690,"2016/8/4 20:34:34",NA,"2016/8/4 20:50:34",NA,NA,NA,330,NA,NA,1,18688880420,"’≈π‚Œı"
669,1273,2,NA,1480,1001,1006,20,1006,"2016/8/4 21:11:51",NA,"2016/8/4 21:27:51",NA,NA,NA,330,NA,NA,1,18688880471,"…Ú¿⁄"
443,1605,10,NA,1488,1009,837,19,837,"2016/8/4 21:30:23",NA,"2016/8/4 21:47:15",NA,NA,NA,330,NA,NA,1,18688880804,"≤Ò∆Ù‘Û"
557,1163,8,NA,1516,1037,1023,30,1023,"2016/8/4 21:54:20",NA,"2016/8/4 22:07:30",NA,NA,NA,330,NA,NA,1,18688880292,"¿Ó–¿Â˚"
333,1249,3,NA,1403,1004,159,5,159,"2016/8/5 12:01:27",NA,"2016/8/5 12:19:27",NA,NA,NA,328,NA,NA,1,18688880447,"–ÏºŒ‚˘"
384,1148,6,NA,1504,1025,231,7,231,"2016/8/5 12:23:47",NA,"2016/8/5 12:32:47",NA,NA,NA,330,NA,NA,1,18688880277,"ÀÔœ‡¡˙"
831,1096,5,NA,1488,1009,507,13,507,"2016/8/5 12:33:49",NA,"2016/8/5 12:49:49",NA,NA,NA,330,NA,NA,1,18688880175,"’≈ËÓ⁄æ"
382,1206,6,NA,1486,1007,470,10,470,"2016/8/5 12:38:13",NA,"2016/8/5 12:48:13",NA,NA,NA,330,NA,NA,1,18688880405,"∂≠‘Û¡¶"
313,1226,3,NA,1409,1010,279,13,279,"2016/8/5 13:35:20",NA,"2016/8/5 13:50:20",NA,NA,NA,328,NA,NA,1,18688880424,"∫˙∞Ÿ“ÿ"
892,989,2,NA,1481,1002,194,6,194,"2016/8/5 13:40:45",NA,"2016/8/5 13:56:45",NA,NA,NA,330,NA,NA,1,18688880008,"Ã∆¿Ú"
762,1138,4,NA,1500,1021,269,7,269,"2016/8/5 17:11:10",NA,"2016/8/5 17:18:10",NA,NA,NA,330,NA,NA,1,18688880267,"¿Óº—‹∞"
1070,1177,6,NA,1486,1007,738,16,738,"2016/8/5 17:20:12",NA,"2016/8/5 17:29:12",NA,NA,NA,330,NA,NA,1,18688880356,"ÀÔæ≤≤®"
682,1144,6,NA,1489,1010,407,8,407,"2016/8/5 18:24:27",NA,"2016/8/5 18:41:27",NA,NA,NA,330,NA,NA,1,18688880273,"Õı–À"
541,1151,2,NA,1480,1001,189,7,189,"2016/8/5 18:35:13",NA,"2016/8/5 18:52:13",NA,NA,NA,330,NA,NA,1,18688880280,"√œË¥"
610,1571,6,NA,1489,1010,139,7,139,"2016/8/5 18:37:07",NA,"2016/8/5 18:48:07",NA,NA,NA,330,NA,NA,1,18688880770,"Õı’Ò√˘"
575,1093,2,NA,1482,1003,908,12,908,"2016/8/5 18:41:19",NA,"2016/8/5 18:57:19",NA,NA,NA,330,NA,NA,1,18688880172,"∫´”ÍŒı"
652,1164,3,NA,1485,1006,346,11,346,"2016/8/5 18:53:11",NA,"2016/8/5 19:04:46",NA,NA,NA,330,NA,NA,1,18688880293,"√´∫√"
779,1304,6,NA,1489,1010,735,15,735,"2016/8/5 19:18:52",NA,"2016/8/21 19:26:52",NA,NA,NA,330,NA,NA,1,18688880503,"ƒæ–¿Õ©"
573,1337,4,NA,1485,1006,364,9,364,"2016/8/5 19:29:13",NA,"2016/8/5 19:44:13",NA,NA,NA,330,NA,NA,1,18688880536,"Œ⁄√˜–˘"
451,1488,10,NA,1519,1040,693,17,693,"2016/8/5 20:00:29",NA,"2016/8/5 20:07:05",NA,NA,NA,330,NA,NA,1,18688880687,"–Ã–¿ø…"
681,1183,6,NA,1505,1026,980,20,980,"2016/8/5 20:20:24",NA,"2016/8/5 20:37:24",NA,NA,NA,330,NA,NA,1,18688880362,"’≈µŸ∑∆"
502,1028,10,NA,1496,1017,473,11,473,"2016/8/5 20:56:01",NA,"2016/8/5 21:12:55",NA,NA,NA,330,NA,NA,1,18688880047,"æ£’‹"
545,1117,4,NA,1483,1004,250,9,250,"2016/8/5 20:59:58",NA,"2016/8/5 21:15:44",NA,NA,NA,330,NA,NA,1,18688880196,"÷”Ïœƒ˛"
578,1404,6,NA,1488,1009,601,10,601,"2016/8/5 21:33:55",NA,"2016/8/5 21:38:55",NA,NA,NA,330,NA,NA,1,18688880603,"’¬–¿‚˘"
617,1107,4,NA,1485,1006,368,11,368,"2016/8/5 22:01:15",NA,"2016/8/5 22:07:03",NA,NA,NA,330,NA,NA,1,18688880186,"∫˙…–Ωø"
386,1160,6,NA,1488,1009,895,9,895,"2016/8/6 11:05:05",NA,"2016/8/6 11:17:11",NA,NA,NA,330,NA,NA,1,18688880229,"¡ı∂´∑Ω"
824,1601,3,NA,1484,1005,495,8,495,"2016/8/6 11:16:37",NA,"2016/8/6 11:47:37",NA,NA,NA,330,NA,NA,1,18688880800,"≤ÒÌµ¿›"
434,1377,8,NA,1493,1014,721,16,721,"2016/8/6 11:17:44",NA,"2016/8/6 11:31:27",NA,NA,NA,330,NA,NA,1,18688880576,"÷Ÿ≤≈¬Ì"
894,1140,6,NA,1487,1008,345,5,345,"2016/8/6 11:20:52",NA,"2016/8/6 11:25:03",NA,NA,NA,330,NA,NA,1,18688880269,"’‘Ã˙ÕÓ"
837,1024,6,NA,1486,1007,625,11,625,"2016/8/6 11:42:14",NA,"2016/8/6 11:47:33",NA,NA,NA,330,NA,NA,1,18688880043,"Œ∫≥Ã—©"
814,1129,4,NA,1484,1005,331,11,331,"2016/8/6 11:49:06",NA,"2016/8/6 11:57:08",NA,NA,NA,330,NA,NA,1,18688880119,"œƒ—©"
391,1253,6,NA,1515,1036,236,7,236,"2016/8/6 11:58:23",NA,"2016/8/6 12:14:28",NA,NA,NA,330,NA,NA,1,18688880451,"…Ú–«”Ó"
266,990,5,NA,1433,1034,335,8,335,"2016/8/6 12:28:08",NA,"2016/8/6 12:39:13",NA,NA,NA,328,NA,NA,1,18688880009,"’≈•”Í"
399,1167,8,NA,1492,1013,131,4,131,"2016/8/6 12:37:13",NA,"2016/8/6 12:48:08",NA,NA,NA,330,NA,NA,1,18688880331,"’≈ƒ»"
865,1130,8,NA,1491,1012,794,19,794,"2016/8/6 12:54:01",NA,"2016/8/6 13:10:25",NA,NA,NA,330,NA,NA,1,18688880219,"œƒÍª»ª"
311,1086,4,NA,1424,1025,402,12,402,"2016/8/6 12:57:29",NA,"2016/8/6 13:13:11",NA,NA,NA,328,NA,NA,1,18688880165,"ÀÔª¿ª∂"
878,1453,3,NA,1484,1005,325,8,325,"2016/8/6 13:12:16",NA,"2016/8/6 13:48:16",NA,NA,NA,330,NA,NA,1,18688880652,"≈£ΩŒƒ"
203,1250,3,NA,1435,1006,238,7,238,"2016/8/6 13:13:30",NA,"2016/8/6 13:29:59",NA,NA,NA,328,NA,NA,1,18688880448,"’‘ºÃ∫≠"
829,1220,3,NA,1483,1004,360,7,360,"2016/8/6 13:16:22",NA,"2016/8/6 13:24:25",NA,NA,NA,330,NA,NA,1,18688880419,"–Ïø•Ã´"
855,1598,8,NA,1491,1012,689,13,689,"2016/8/6 13:40:14",NA,"2016/8/6 13:48:36",NA,NA,NA,330,NA,NA,1,18688880797,"≤Ò¿ÚΩø"
848,1131,6,NA,1489,1010,458,10,458,"2016/8/6 13:41:21",NA,"2016/8/6 13:47:15",NA,NA,NA,330,NA,NA,1,18688880260,"’‘Œƒ¿÷"
856,1125,2,NA,1481,1002,113,7,113,"2016/8/6 13:45:18",NA,"2016/8/6 13:18:18",NA,NA,NA,330,NA,NA,1,18688880254,"’‘π‚∂®"
872,1162,6,NA,1489,1010,405,12,405,"2016/8/6 13:47:28",NA,"2016/8/6 14:05:19",NA,NA,NA,330,NA,NA,1,18688880130,"¡ı∞Æ√∑"
800,1159,8,NA,1490,1011,612,9,612,"2016/8/6 14:02:47",NA,"2016/8/6 14:12:09",NA,NA,NA,330,NA,NA,1,18688880129,"¡ı±Û“Â"
750,1459,2,NA,1481,1002,237,7,237,"2016/8/6 17:11:17",NA,"2016/8/6 17:27:37",NA,NA,NA,330,NA,NA,1,18688880658,"≈£—◊¥∫"
447,1609,6,NA,1505,1026,642,19,642,"2016/8/6 17:17:26",NA,"2016/8/6 17:28:26",NA,NA,NA,330,NA,NA,1,18688880808,"≤Ò∫¿—∑"
1038,1139,2,NA,1481,1002,486,13,486,"2016/8/6 17:20:27",NA,"2016/8/6 17:27:32",NA,NA,NA,330,NA,NA,1,18688880222,"∑Î”±"
690,1274,10,NA,1499,1020,1000,12,1000,"2016/8/6 17:27:04",NA,"2016/8/6 17:38:58",NA,NA,NA,330,NA,NA,1,18688880472,"¿Ó∫¢¡¢"
1026,1010,10,NA,1441,1025,1027,24,1027,"2016/8/6 17:33:05",NA,"2016/8/6 17:40:10",NA,NA,NA,329,NA,NA,1,18688880029,"‘¨º“»Ô"
1325,1460,2,NA,1481,1002,1027,24,1027,"2016/8/6 17:33:05",NA,"",NA,NA,NA,330,NA,NA,0,18688880659,"≈£—ﬁÕÆ"
1004,1105,2,NA,460,1002,801,17,801,"2016/8/6 17:35:46",NA,"2016/8/6 17:20:46",NA,NA,NA,304,NA,NA,1,18688880184,"Œ∫Ó⁄Ω‡"
1012,1106,8,NA,1491,1012,194,6,194,"2016/8/6 17:36:07",NA,"2016/8/6 17:55:23",NA,NA,NA,330,NA,NA,1,18688880185,"’≈Ω˙“´"
500,1409,4,NA,1485,1006,657,13,657,"2016/8/6 17:36:13",NA,"2016/8/6 17:40:27",NA,NA,NA,330,NA,NA,1,18688880608,"ƒ˛ª€∑≤"
1149,1263,2,NA,1481,1002,756,22,756,"2016/8/6 17:48:27",NA,"2016/8/6 17:34:27",NA,NA,NA,330,NA,NA,1,18688880461,"’‘±Û√Ò"
1317,1153,8,NA,1490,1011,1210,18,1210,"2016/8/6 17:49:43",NA,"2016/8/6 18:08:30",NA,NA,NA,330,NA,NA,2,18688880127,"œ∞”–œ´"
1002,1145,6,NA,467,1009,224,7,224,"2016/8/6 17:55:37",NA,"2016/8/6 18:07:21",NA,NA,NA,304,NA,NA,1,18688880274,"ÀÔ◊”∫„"
484,1454,4,NA,1502,1023,435,12,435,"2016/8/6 18:01:04",NA,"2016/8/6 18:14:44",NA,NA,NA,330,NA,NA,1,18688880653,"≈£≥§Œı"
584,1487,7,NA,1508,1029,1156,21,1156,"2016/8/6 18:02:09",NA,"2016/8/6 18:06:46",NA,NA,NA,330,NA,NA,1,18688880686,"–Ã–Àπ˙"
1021,1116,8,NA,1491,1012,810,14,810,"2016/8/6 18:15:11",NA,"2016/8/6 18:23:56",NA,NA,NA,330,NA,NA,1,18688880195,"’≈ È“«"
1298,1244,2,NA,1482,1003,256,9,256,"2016/8/6 18:16:40",NA,"2016/8/6 18:29:03",NA,NA,NA,330,NA,NA,1,18688880442,"ÀÔ≥øÜ¥"
1251,1121,8,NA,1490,1011,292,11,292,"2016/8/6 18:32:05",NA,"2016/8/6 18:37:31",NA,NA,NA,330,NA,NA,1,18688880250,"’‘¥´ªØ"
712,1148,5,NA,1487,1008,307,13,307,"2016/8/6 18:46:29",NA,"2016/8/6 18:51:53",NA,NA,NA,330,NA,NA,1,18688880225,"◊ø—«∆º"
1290,1558,7,NA,1499,1020,656,15,656,"2016/8/6 18:47:30",NA,"2016/8/6 18:57:01",NA,NA,NA,330,NA,NA,1,18688880757,"Õı≥Ω≤¥"
1173,1016,8,NA,1490,1011,556,17,556,"2016/8/6 18:50:12",NA,"2016/8/6 18:36:12",NA,NA,NA,330,NA,NA,1,18688880035,"‘¨ÍªÃÏ"
1258,1606,2,NA,1480,1001,240,9,240,"2016/8/6 18:51:33",NA,"2016/8/6 19:09:32",NA,NA,NA,330,NA,NA,1,18688880805,"≤Ò¡¡¡¡"
778,1020,2,NA,1481,1002,207,6,207,"2016/8/6 18:54:57",NA,"2016/8/6 19:08:09",NA,NA,NA,330,NA,NA,1,18688880039,"¬¨ΩıÍÿ"
475,1166,6,NA,1488,1009,142,7,142,"2016/8/6 19:05:10",NA,"2016/8/6 19:22:45",NA,NA,NA,330,NA,NA,1,18688880231,"’≈¥Û≈Ù"
1064,1196,8,NA,1506,1027,48,1,48,"2016/8/6 19:06:14",NA,"2016/8/6 19:06:01",NA,NA,NA,330,NA,NA,1,18688880375,"–Ï”Í‹«"
1177,1128,3,NA,1502,1023,133,6,133,"2016/8/6 19:11:01",NA,"2016/8/6 19:14:40",NA,NA,NA,330,NA,NA,1,18688880257,"’≈ø£“Ô"
1174,1152,6,NA,1487,1008,121,8,121,"2016/8/6 19:17:12",NA,"2016/8/6 19:20:10",NA,NA,NA,330,NA,NA,1,18688880281,"∫˙ È—˛"
1103,1321,4,NA,1485,1006,204,9,204,"2016/8/6 19:50:02",NA,"2016/8/6 20:00:39",NA,NA,NA,330,NA,NA,1,18688880520,"Œ¿—«±˘"
1157,1446,4,NA,1484,1005,800,12,800,"2016/8/6 20:00:05",NA,"2016/8/6 20:05:39",NA,NA,NA,330,NA,NA,1,18688880645,"√ÁºŒ˜Ë"
1126,1118,8,NA,1492,1013,817,22,817,"2016/8/6 20:02:19",NA,"2016/8/6 20:06:37",NA,NA,NA,330,NA,NA,1,18688880197,"∫˙µ˚"
1031,1208,8,NA,1491,1012,201,5,201,"2016/8/6 20:19:39",NA,"2016/8/6 20:23:02",NA,NA,NA,330,NA,NA,1,18688880407,"ÀÔ“ª∞ÿ"
1082,1157,4,NA,1484,1005,458,15,458,"2016/8/6 20:29:09",NA,"2016/8/6 20:41:22",NA,NA,NA,330,NA,NA,1,18688880286,"’‘ﬁ»ø•"
524,1381,8,NA,1518,1039,249,7,249,"2016/8/6 20:36:34",NA,"2016/8/6 20:48:34",NA,NA,NA,330,NA,NA,1,18688880580,"Ò˚√˜∫Ω"
508,1238,2,NA,1480,1001,259,10,259,"2016/8/6 20:37:11",NA,"2016/8/6 20:50:22",NA,NA,NA,330,NA,NA,1,18688880436,"¥ﬁ”Í‘Û"
1278,1158,2,NA,1480,1001,185,6,185,"2016/8/6 20:40:24",NA,"2016/8/6 20:42:27",NA,NA,NA,330,NA,NA,1,18688880287,"∫˙ºŒ„Î"
1054,1152,8,NA,1488,1009,98,3,98,"2016/8/6 20:46:12",NA,"2016/8/6 20:58:47",NA,NA,NA,330,NA,NA,1,18688880326,"¿‰◊”≈Ì"
677,1190,10,NA,1497,1018,183,5,183,"2016/8/6 20:48:36",NA,"2016/8/6 21:00:50",NA,NA,NA,330,NA,NA,1,18688880369,"’‘Í…”Ò"
1274,1167,4,NA,1483,1004,264,7,264,"2016/8/6 20:50:06",NA,"2016/8/6 21:01:13",NA,NA,NA,330,NA,NA,1,18688880296,"≈Ì◊”ÍÃ"
1309,1443,6,NA,1486,1007,445,15,445,"2016/8/6 20:51:08",NA,"2016/8/6 20:59:45",NA,NA,NA,330,NA,NA,1,18688880642,"√Á‘™Á¸"
1148,1092,4,NA,1484,1005,1066,19,1066,"2016/8/6 21:13:14",NA,"2016/8/6 21:32:59",NA,NA,NA,330,NA,NA,1,18688880171,"∫˙”Óø≠"
905,1142,6,NA,1488,1009,379,9,379,"2016/8/6 21:16:27",NA,"2016/8/6 21:24:30",NA,NA,NA,330,NA,NA,1,18688880223,"¿∂’Òπ˙"
1108,1140,3,NA,1484,1005,154,5,154,"2016/8/6 21:16:37",NA,"2016/8/6 21:33:21",NA,NA,NA,330,NA,NA,1,18688880322,"∑Îœ˛Ê√"
1288,1207,7,NA,1493,1014,766,17,766,"2016/8/6 21:21:37",NA,"2016/8/6 21:32:29",NA,NA,NA,330,NA,NA,1,18688880406,"’‘ˆ¶´h"
